NV_PN,JEDEC_TYPE,DESCRIPTION,COSTS,MPN,MANUFACTURER,COMPLIANCE,LEAD_TIME,SOURCE_EXPANSION,PACK_TYPE,TEMP_RANGE
065-0365-000,MECH_RECT_00017X00014_34PINS_B,CONN NON-PHYSICAL PART VR MODULE INTERFACE,N/A,[ ],[ ],Compliance Unknown,71,NON_PHYSICAL,SMD34,MECH_RECT_00017X00014_34PINS_B
315-0946-000,QFN021R_P050_0065X0040,VREG SMART SLAVE DEVICE WITH INTEGRATED CURRENT AND TEMPERATURE SENSORS 9.6V TO 13.2V QFN-21,2.29,VT1189SAFQX,Maxim,P8E0-A-2,84,CCM,QFN_21,-0.15degC..125degC
300-0616-000,SO08_048X038,XSTR DUAL N-CH LOGIC LEVEL ENHANCEMENT MODE FET 30V 7.5A 21mOHM MAX @ 10V SOP-8,0.069,EMB21A03G,Excelliance MOS,P8E0-A-3,57,CCM,SO8_DUAL_1G2D1S,-55degC..175degC
065-0446-000,CON_BANANA_002_TH_RA_P153,CONN THRU BANANA JACK SINGLE 4mm PCB MOUNTED FEMALE RA 10A BLACK,0.896,571-0100,DEM Manufacturing,P8E10,60,CCM,SOC_BLACK,CON_BANANA_002_TH_RA_P153
195-2359-000,0201,RES SCD 0201 24.3K 1% 1/20W,0.00085,Multi(7),Multi(7),P8E1-7cI-A-2,56,SCD,0201,-55degC..125degC
115-1821-000,SC70_5,IC Buffer- Tri-state 74LVC1G126GW SC70_5,0.016,74LVC1G126GW,NXP,P8E0-B-1,98,CCM,SC70_5,-40.15degC..125.05degC
080-0542-000,CON_HDR_002X005_SMD_ST_M_P004,CONN SMD BOARD-TO-BOARD FPC MALE VERT 10 POS 0.4mm PITCH,0.136,DF40C-10DS-0.4V(51),Hirose,P8E0-A-3,70,CCM,MALE,CON_HDR_002X005_SMD_ST_M_P004
080-1480-000,CON_FMC_050X008_BGA_ST_M_P013_C,Interconnect (SMD) CONN SMD MALE SEAF 400-PIN 8X50,3.9,45970-0001,Molex-Japan,P8E0-A-1,56,CCM,SEAM_8X50,CON_FMC_050X008_BGA_ST_M_P013_C
315-0065-000,SO08_048X038,VREG 12V SYNCH BUCK PWM DC-DC CONTROLLER 300kHz SO-8,0.10,RT9214CPS,Richtek,P8E0-A-2,71,CCM,SO8,0degC..70degC
115-2138-000,DFN10_P050_040X040_T036X024,IC RF Power Amplifier Module DFN10 RFPA5208 WiFi Power Amplifier 2.4GHz to 2.5GHz,[ ],RFPA5208SB,RF Micro Devices,P8E1-7cI-A-1,999,UNRESTRICTED,DFN10,-40.15degC..84.85degC
101-0377-000,FILTER_003_SMD_016X008_B,FILTER BP SMD1608 Multilayer 2.45GHz 100.0MHz 1.6decibel DEA162450BT-1288B1,0.068,DEA162450BT-1288B1,TDK,P8E0-A-2,98,CCM,SMD1608,-40.15degC..84.85degC
316-0126-000,SOT23_6,VREG SWITCH 1MHz HIGH-EFFICIENCY STEP-UP CONVERTER WITH LOAD DISCONNECTION 1.8V TO 5.5V 40uA TSOT-23-6A,0.11,APW7212CTI-TRG,Anpec,P8E0-A-2,42,CCM,TSOT23_6,-40degC..125degC
100-0171-000,0201,FERRITE BEAD 0201 Ferrite 75.0ohm 25.0% 0.4ohm 300.0mA,0.0024,BLM03BD750SN1D,Murata,P8E0-B-2,63,CCM,0201,-55degC..125degC
065-0489-000,CON_USB_010_SMT_RA_F_129X050,MICRO USB 3.0 type B,0.229,A4L1003-A-30-R,Dongguan Teconn,P8E8,60,CCM,USB3_MICOR_B,Validation
195-2841-000,0402_MICRO,RES AUTOMOTIVE 0402 2.2Ohm 5% 62.5mW,[ ],MR04X2R20FTL,Walsin,P8E1-7cI-A-2,0,AUTOMOTIVE,0402,-55degC..155degC
075-0260-000,CON_WAFER232_004_TH_RA_P020,HEADER THRU WAFER 1X4 MALE RA 2.00mm PITCH,0.031,WAFER2001190-H,Win Win Precision,P8E8,60,CCM,NORM,N/A
100-0155-000,IND_SMD_0603,FER BEAD 0603 30 OHM@100MHz 0.05 OHM dcR MAX 1.5A MAX,0.0032,MMZ1608R300AT,TDK,P8E8,56,CCM,BEAD_0603,[ ]..[ ]
195-2932-000,0402,RES AUTOMOTIVE 0402 1.33 kohm 1.0 % 62.5 mW,0.00104,TFA0402R1331F-T10,Thin Film,P8E1-7cI-A-2,63,AUTOMOTIVE,0402,-55.15degC..155.05degC
316-0604-000,QFN032Q_P050_055X055_T038X038,VREG CONTROLLER/DRIVER QFN32 Buck/Boost 1Ph 1.2MHz 28V 0V 1% % NCP81239MNTXG Buck/Boost 1Ph 1.2MHz 0V 28V 1% USB Type-C,0,NCP81239MNTXG,ON SEMI,P8E0-A-1,999,CCM,QFN32,-40degC..100degC
115-2258-000,LGA_0014_P050_025X030_B,"IC SENSOR Motion LGA14 BMI160 small, low power 6 axis IMU",0,BMI160,Robert Bosch,P8E10,80,CCM,LGA14B,-40.15degC..84.85degC
130-1157-000,IND_NONRKO_SMD_118X081,IND SMD_12X8 CARBONYL POWDER 0.22uH 20% 45A 0.6mohm 88 300kHz 0Hz,0,SICP1308DZ-R22M-NV1W,Lianzhen,P8E0-A-2,999,CCM,SMD_12X8,-40degC..150degC
115-2076-000,QFP100Q_P050_0170,"IC PROCESSOR MICROCONTROLLER LQFP100 STM32F411 Cortex M4, 100Mhz, 256kb flash (0-waite state), 128kb ram",[ ],STM32F411VCT6,STMicroelectronics,P8E0-B-1,999,CCM,LQFP100,-40.15degC..84.85degC
130-0940-000,IND_NONRKO_SMD_050X050_C,IND SMD_5X5 Ferrite 2.2uH 20.0% 2.7A 49.4mohm 0 0.0Hz 0.0Hz 0.0decibel,0,LVF505020-2R2M-N1DF,Chilisin,P8E0-A-2,999,CCM,SMD_5X5,-55.15degC..125.05degC
110-0057-010,HSP_GPU_HS210_T_AL_2,HEATSINK ASSY PASSIVE HS210 228mmx127mmx34.6mm,15.95,DCV-00377-N1-GP,Cooler Master,P7,71,CCM,13PIN,Cooler Master
091-0022-000,SOT323,DIODE SMD DUAL SERIES SCHOTTKY 30V 200mA SOT-323,0.0098,BAT54CW-7-F,Diodes,P8E0-A-2,119,CCM,SOT323,-65degC..125degC
080-0607-000,CON_DP_020_SMT_RA_F_C,CONN SMD DISPLAY PORT EXTERNAL JAE BACKPLANE FEMALE RA 20 POS 0.50mm PITCH,0.3,663-202233SA0M02,BizLink,P8E8,56,CCM,NORM_4GND,CON_DP_020_SMT_RA_F_C
115-2342-000,XSOP14_P065_050X044,IC GENERAL Opamp TSSOP14 LM6588 QUAD 5-16V 24MHz HIGH IOUT,0,LM6588MT/NOPB,TI,P8E10,999,CCM,TSSOP14,-40.15degC..84.85degC
195-2090-000,0201,RES SCD 0201 33K 5% 1/20W,0.00068,Multi(7),Multi(7),P8E1-7cI-A-2,42,SCD,0201,-55degC..125degC
195-3306-000,0402,RES SERVER 0402 115K 1% 1/16W,[ ],Multi(4),Multi(4),P8E1-7cI-C-1,999,UNRESTRICTED,0402,-55degC..155degC
161-0129-100,BGA_0170_P080_140X120,IC SDRAM GDDR5 x32 170ball_FBGA H5GC4H24AJR-T2C 6.0Gbps 4Gb GDDR5 SGRAM A-die 128MX32,[ ],H5GC4H24AJR-T2C,SK Hynix,P8E8,180,CCM,3GHz,0degC..85degC
085-0322-000,XTAL_SMD_4_025X020_B,XTAL SMD_25X20 40MHz 8ppm Fundamental 15pF 8Z40070029,0.082,8Z40070029,TXC,P8E0-A-2,56,CCM,SMD_25X20,-30degC..85degC
115-1864-000,BGA_0164_P080_120X120,IC Other LFBGA164 STDP4028,[ ],STDP4028-AB,MegaChips,P8E10,60,CCM,LFBGA164,-3.1degC..125.05degC
174-0100-000,SOT23,IC CRYPTOAUTHENTICATION EEPROM 256bitX16 2.0V-5.5V 1MHz SOT23-3,0.325,ATSHA204-DTSU-DX-T,Atmel,P8E8,5,CCM,[ ],[ ]..[ ]
092-0045-000,LED_SMD_030X020_RA,LED smd3x1 APBA3010-NVD91 2.5V 30.0mA Red/Green,0.081,APBA3010-NVD91,Kingbright,P8E8,70,CCM,SMD3X1,-40degC..85degC
130-0984-000,IND_NONRKO_SMD_100X100,IND SMD_10_3X10_8 Composite 1.5uH 20.0% 15.0A 5.8mohm 7 450.0KHz 5.0MHz -1.0decibel,0.39,IHLP4040DZER1R5M01,Vishay,P8E0-A-1,112,CCM,SMD_10_3X10_8,-55.15degC..125.05degC
T30XE-ES1-B-A3,BGA_1208_P100_425_425,T30AutoVCM3.0-QuadCore-1G-64M-ES1-B-A03Q,[ ],[ ],[ ],[ ],7,[ ],BGA1208,-40degC..105degC
115-1629-000,BGA_0672_P080_230X230,IC AUTOMOTIVE FPGA UBGA672 5CSXFC6C6U23A7N,45.28,5CSXFC6C6U23A7N~VERA,Altera,P8E10,84,AUTOMOTIVE,UBGA672,-40degC..125degC
280-0116-000,SMD_BUTTON_CONTACT_PAD_0540D_INK,SWITCH SMD NON-PHYSICAL PART HALF MOON1 CARBON_INK BUTTON CONTACT PAD,N/A,[ ],[ ],P8E10,45,NON_PHYSICAL,SMD_2,SMD_BUTTON_CONTACT_PAD_0540D_INK
195-0496-000,0402,RES SCD 0402 1.1M 5% 1/16W,0.00022,Multi(10),Multi(10),P7,42,SCD,0402,-55degC..155degC
032-1015-000,0603,CAP AUTOMOTIVE X7R 0603 100.0nF +/-10.0% 50.0V SOFT-TERMINATION,0.01,CGA3E2X7R1H104KT0Y0S,TDK,P8E0-A-2,84,AUTOMOTIVE,0603,-55degC..125degC
039-0032-000,0402,CAP SCD X5R 0402 2.2nF 50V 10%,0.00037,Multi(12),Multi(12),P7,42,SCD,0402,-55degC..85degC
115-2090-000,QFN056Q_P040_0075_T057X057_VIAS,IC PROCESSOR CPU QFN56 CY8C4247LQI-BL453 PSOC,[ ],CY8C4247LQI-BL453,Cypress,P8E10,999,CCM,QFN56,-40.15degC..84.85degC
080-0410-000,CON_MISC_002X020_SMD_ST_M_P010_WTB,CONN SMD WIRE-TO-BOARD MALE VERT 40 POS 1.0mm PITCH,0.692,501190-4027,Molex-Japan,P7,71,CCM,SMD_M,Released
195-2356-000,0201,RES SCD 0201 24.3 1% 1/20W,[ ],Multi(7),Multi(7),P8E1-7cI-A-2,42,SCD,0201,-55degC..125degC
039-0154-000,1210,CAP X5R 1210 22uF 16V 10%,0.03995,Multi(3),Multi(3),P7,85,CCM,1210,-55degC..85degC
032-0890-000,0201,CAP SCD X7R 0201 330pF 50V 10%,0.0007,Multi(6),Multi(6),P8E0-A-3,42,SCD,0201,-55degC..125degC
080-1494-000,CON_SEAF8_050X008_BGA_ST_F_P008,CONN SMD FEMALE VERT BLACK SEAF 400 PIN 8X50 0.8mm PITCH,15.24,SEAF8-50-05.0-L-08-2-K,Samtec,P8E10,70,CCM,SEAF8_8X50,CON_SEAF8_050X008_BGA_ST_F_P008
086-0160-000,XTAL_SMD_4_025X020,OSC AUTOMOTIVE SMD_2VCC 25.0MHz 9999.0ppm 15.0pF NZ2520SG-25MHz_3V3,0.49,ENA4248A~VERA,NDK,P8E10,49,AUTOMOTIVE,SMD,-40degC..105degC
200-0041-000,RPAK_PAR_4_2010,RES PACK PACHINKO 8P 4R 2X1MM 25V 5% 1/16W 33R,0.0126,CN1EM4KTTD330J~VERA,KOA Speer,P6,42,PACHINKO,0402X4,[ ]..[ ]
130-0369-000,0201,IND 0201 HIGH FREQUENCY FILM 56nH 5% 100mA 3.90 OHM dcR MAX,0.00265,LQP03TN56NJ02D,Murata,P8E0-B-2,70,CCM,0201,-55degC..125degC
131-0387-000,IND_SMD_147X103_CUTOUT,IND SMD 0.56uH 20% 23A 1.81mOHM dcR MAX SHIELDED 0.560 X0.400 X0.1417,0.27,IHLW4040CFERR56M11,Vishay,P7,85,CCM,SMD_10X10_CUTOUT,-55degC..125degC
110-0135-000,HSP_CPU_HS130_T_AL_2,HEATSINK ASSY PASSIVE HS130 50.0X38.0X20.0mm,3,DCM-00098-N1-HF,Cooler Master,P8E0-A-2,70,CCM,2PIN,Parameter N/A
032-0112-000,CAP_TH_D080P035,CAP POL AL-Polymer COMBI_TH_D80_D50 270.0uF +/-20.0% 16.0V,0.058,RP1C271MNN0808,Chinsan Electronic Industrial (Thailand),P8E0-A-1,60,CCM,TH_D80P35,-55degC..105degC
130-0963-000,IND_NONRKO_SMD_100X100,IND AUTOMOTIVE SMD_10_3X10_8 IRON POWDER 3.3uH 20.0% 10.0A 11.8mohm 0 0Hz 19MHz,0.20,[ ],[ ],P8E10,77,AUTOMOTIVE,SMD_10_3X10_8,-40.15degC..125.05degC
106-0042-000,1812,FUSE RESETTABLE PTC 6V 2.6A HOLD 5.0A TRIP 1812,0.0192,MINISMDC260F-2,Tyco,P8E8,42,CCM,0.015ohm..0.043ohm,-40degC..85degC
195-0046-000,0402,RES SCD 0402 121K 1% 1/16W,0.00026,Multi(10),Multi(10),P8E1-7cI-A-2,42,SCD,0402,-55degC..155degC
091-0006-000,SOT23,DIODE SMD DUAL COMMON CATHODE SCHOTTKY BARRIER 30V 200mA SOT-23,0.0112,Multi(2),Multi(2),P6,56,CCM,SOT23,-55degC..150degC
305-0058-000,SC70_6,XSTR DUAL N-CH FAST SWITCHING MOSFET 60V 115mA SOT-363,0.019,2N7002DW-7-F,Diodes,P8E0-A-2,112,CCM,SOT363,[ ]..[ ]
315-0824-000,DFN08_P050_020X020_T081X140,VREG LOW-NOISE LDO ADJ 0.6V TO 5.3V 500mA TDFN-8,0.40,MAX8902BATA+,Maxim,P8E0-B-2,60,CCM,DFN08,-40degC..125degC
195-2981-000,0402,RES AUTOMOTIVE 0402 10.7kohm 1.0% 62.5mW,0.00104,TFA0402R1072F-T10,Thin Film,P8E1-7cI-A-2,63,AUTOMOTIVE,0402,-55.15degC..155.05degC
280-0112-000,SW_04_SMD_ST_1XONOFF_048X048_B,Tact Switch 4.8x4.8 260gf,0.074,T4BJA26BQAR,Diptronics,P8E0-A-2,42,CCM,SMD_4B,SW_04_SMD_ST_1XONOFF_048X048_B
170-0380-000,XSOP08_P127_055X055,IC SERIAL FLASH 133MHz SOW8 MT25QL128ABA1ESE-0SIT 128Mb,0.54,MT25QL128ABA1ESE-0SIT,Micron,P8E0-B-1,196,CCM,133MHz,-40degC..85degC
080-0529-000,CON_AUDIO_006_SMT_RA_F_140X063_B,CONN SMD 3.5mm PHONE JACK FEMALE RA 6 POS,0.25,2SJ2296-000111,Singatron,P8E0-A-2,49,CCM,SMD6,CON_AUDIO_006_SMT_RA_F_140X063_B
300-0963-000,DFET_003_SMD_010X006_B,N-CH MOSFET DFN1006 0.22A 20.0V 0.715W 2N7002BKM,0.038,"2N7002BKM,315",NXP,P8E0-B-1,147,CCM,DFN1006,-55.15degC..150.05degC
100-0223-000,IND_SMD_0402,FERRITE BEAD BEAD_0402 Ferrite 600.0ohm 25.0% 0.52ohm 0.3A,0.0059,MMZ1005S601CT000,TDK,P8E0-A-2,91,UNRESTRICTED,BEAD_0402,-55.15degC..125.05degC
032-0118-000,0603,CAP AUTOMOTIVE X7R 0603 1.0uF +/-10.0%,0.01,GCM188R71C105KA64D~VERB,Murata,P8E0-B-2,126,AUTOMOTIVE,0603,-55degC..125degC
195-1564-000,0603,RES PACHINKO 0603 274 1% 1/10W,0.0156,RK73H1JTTD2740F~VERA,KOA Speer,P8E1-7cI-A-2,42,PACHINKO,0603,-55degC..155degC
064-0175-000,CON_DCPWR_JACK_003_TH_RA_144X090,CONN PWR JACK 2.5X5.5MM HIGH CURRENT,1.01,PJ-202BH,CUI,P8E10,60,CCM,CON_3PIN,Validation
095-0354-100,HSA_GPU_TM354_T_AL_2,FANSINK ASM - TM354 - 9..0mm SF EXTR - 2BB - GK106-GB4-128 - BLK ANOD FNSH,5.47,DCV-01439-N1-HF,Cooler Master,P8E0-A-2,35,CCM,NOPIN,Cooler Master
130-0481-000,IND_NONRKO_SMD_045X040_C,IND SMD_4_5X4 Ferrite 330.0uH 20.0% 0.21A 5.85ohm,0.04,SCD0403T-331M-NDF,Chilisin,P8E0-A-2,56,CCM,SMD_4_5X4,-40degC..105degC
080-0024-000,CON_QTH_060_SMT_ST_P005,CONN 2X30 HI-SPEED PLUG HEAVY GOLD 0.50MM PITCH WITH ALIGN PIN SMD,4.195,QTH-030-01-H-D-A,Samtec,P7,71,CCM,M_NORM,Parameter N/A
065-0244-000,CON_AUDIO_005_TH_RA_119X148,CONN THRU NON-HI TEMP AUDIO JACK FEMALE RA 5 POS 3.5mm PITCH PINK,0.1806,JA13331-N51B-4F,Foxconn,P7,57,CCM,TH_3M5,Parameter N/A
300-0815-000,DFET_SMD_DPAK,N-CH MOSFE DPAK_1G1D1S 18.0A 20.0V 2.5W AOD526,0.12,AOD526,Alpha and Omega,P8E8,60,CCM,DPAK_1G1D1S,-55degC..175degC
195-1136-000,0603,RES SCD 0603 10K 5% 1/10W,0.00025,Multi(10),Multi(10),P8E1-7cI-A-2,42,SCD,0603,-55degC..155degC
195-1165-000,0603,RES SCD 0603 15K 5% 1/10W,0.0004,Multi(10),Multi(10),P7,42,SCD,0603,-55degC..155degC
GM204-650-A1,BGA_1745_P080_P100_400X400,N16E-GT Consumer Notebook,[ ],[ ],[ ],[ ],7,[ ],BGA1745,99999degC..99999degC
036-0112-000,0805,CAP PACHINKO X7R 0805 1uF 25V 10%,0.0185,C2012X7R1E105KT~VERB,TDK,P7,111,PACHINKO,0805,-55degC..125degC
300-0655-000,SC70_6,XSTR N-CH ENHANCEMENT MODE MOFET 60V 115mA 7.5 OHM MAX @ 4.5V SOT-363,0.013,2N7002DW,Pan Jit,P8E0-A-3,70,CCM,SOT363,-55degC..150degC
101-0203-000,DUPLEXER_008_SMD_018X014,FILTER DB QFN8_SE Duplexer 2310.0MHz 2355.0MHz 9.5MHz 9.5MHz 2.5decibel 2.8decibel SAYEY2G31BA0F0A,[ ],SAYEY2G31BA0F0AR00,Murata,P8E10,45,CCM,QFN8_SE,-30degC..85degC
065-0390-000,CON_DVID_024_RA_F_SHD,CONN THRU DVI-D FEMALE RA 24 POS 1.905mm PITCH COPPER FOIL WHITE W/POST,0.195,256F024-0N104T-H,Astron,P8E0-A-3,57,CCM,DVI_D_SHLD,CON_DVID_024_RA_F_SHD
170-0326-000,BGA_0153_P050_115X130,"IC FLASH AUTOMOTIVE 5.0ns FBGA153_V5_1 KLMAG2GESD-B04Q019, 16GB, Grade2",0,KLMAG2GESD-B04Q019,Samsung Electronics,P8E10,30,AUTOMOTIVE,5ns,-40.15degC..105.05degC
215-0348-000,RES_04_SMD_069X066,RES SENSE RSENSE_4PIN 0.0005ohm 1% 75ppm 3W,0,WSL2726L5000FEB,Vishay,P8E10,999,CCM,RSENSE_4PIN,-65degC..170degC
195-2746-000,0805,RES 0805 7.5ohm 5.0% 0.25mW,0.013,RK73B2ARTTD7R5J,KOA,P8E1-7cI-A-2,999,UNRESTRICTED,0805,-55degC..155degC
101-0246-000,RF_FILTER_005_SMD_011X009,FILTER BP SMD_05 SAW 876.5MHz 35.0MHz 2.0decibel SAFFB876MFL0F0A,[ ],SAFFB876MFL0F0AR1X,Murata,P8E0-B-2,45,CCM,SMD_05,-30degC..85degC
080-1114-000,CON_FFC_020_SMD_RA_F_P005_ZIF_C,CONN SMD FPC FEMALE RA 20 POS 0.5MM PITCH,0.15,50696-0200M-002,Aces Electronic,P8E0-A-2,56,UNRESTRICTED,SMD_MT2,CON_FFC_020_SMD_RA_F_P005_ZIF_C
090-0320-000,DIODE_SMD_SOD323,ZENER SOD323 MM3Z6V8ST1G 6.8 V 0.3 W,0,MM3Z6V8ST1G,ON SEMI,P8E0-A-1,999,CCM,SOD323,-65.15degC..150.05degC
195-1459-000,0603,RES PACHINKO 0603 5.11K 1% 1/10W,0.0011,RK73H1JTTD5111F~VERF,KOA Speer,P8E1-7cI-A-2,42,PACHINKO,0603,-55degC..155degC
195-0277-000,0402,RES SCD 0402 37.4 1% 1/16W,0.00026,Multi(10),Multi(10),P8E1-7cI-A-2,42,SCD,0402,-55degC..155degC
131-0801-000,IND_NONRKO_SMD_058X052_C,IND SMD 2.2uH 20% 3.5A 30mOHM dcR MAX 5.8X5.2X3.0mm,0.049,MSCD-53-2R2M-RT,Mag Layers,P8E0-A-2,35,CCM,SMD_5X5,-40degC..125degC
195-0943-000,0603,RES SCD 0603 402 1% 1/10W,0.0008,Multi(10),Multi(10),P7,42,SCD,0603,-55degC..155degC
195-1550-000,0603,RES PACHINKO 0603 442 1% 1/10W,0.0011,RK73H1JTTD4420F~VERA,KOA Speer,P8E1-7cI-A-2,84,PACHINKO,0603,-55degC..155degC
195-0023-000,0402,RES SCD 0402 110 1% 1/16W,0.00026,Multi(10),Multi(10),P8E1-7cI-A-2,42,SCD,0402,-55degC..155degC
195-2662-000,0805,RES 0805 680R 5% 1/8W,0.00067,Multi(5),Multi(5),P8E8,63,UNRESTRICTED,0805,-55degC..125degC
115-0032-000,XSOP24_P063_087X039,IC SYNC SEPARATOR EL4511 QSOP-24,2.49,EL4511CUZ-T7,Intersil,P7,98,CCM,QSOP24,[ ]..[ ]
195-3248-000,0402,RES SERVER 0402 28.7K 1% 1/16W,0.00076,Multi(4),Multi(4),P8E1-7cI-C-1,49,UNRESTRICTED,0402,-55degC..155degC
115-0213-000,XSOP16_P065_050X044,IC DIGITAL VIDEO CLOCK SOURCE ICS664 TSSOP-16,1.60164,ICS664G-03LF,IDT,P8E8,85,CCM,TSSOP,[ ]..[ ]
300-1063-000,N/A,N-CH MOSFET SERVER PG-TO263-3 120A 20V 300W IPB027N10N3,0,[ ],[ ],P8E10,999,CCM,PG-TO263-3,-55degC..175degC
174-0125-000,SO08_048X038,IC 512Kb SERIAL I2C F-RAM MEMORY 2.0V-3.6V 3.4MHz SOIC-8,5.23,FM24V05-GTR,Cypress,P8E8,90,CCM,3.4MHz,-40degC..85degC
195-1958-000,0805,RES 0805 7.5ohm 5.0% 0.25W,0.00148,WF08P7R5JTL,Walsin,P8E1-7cI-A-2,49,UNRESTRICTED,0805,-55degC..155degC
032-1154-000,0603,CAP PACHINKO X7R 0603 0.22uF +/-10% 6.3V,0.007,GRM188R70J224KA88D~PACHINKO,Murata,P8E0-B-2,133,PACHINKO,0603,-55degC..125degC
032-0971-000,CAP_SMD_083X083,CAP POL ALE SMD_D80 10.0uF +/-20.0% 80.0V Silver,0.075,EEEFK1K100P,Panasonic,P8E2-B-2,91,CCM,SMD_D80,-55degC..105degC
195-0138-000,0402,RES SCD 0402 191 1% 1/16W,0.0006,Multi(10),Multi(10),P8E1-7cI-A-2,42,SCD,0402,-55degC..155degC
195-3545-000,0402,RES AUTOMOTIVE 0402 10kohm 1% 0.1W,0.00105,RK73H1ETTP1002F,KOA,P8E1-7cI-A-2,63,AUTOMOTIVE,0402,-55degC..155degC
032-0435-000,1206,CAP X5R 1206 22.0uF +/-20.0% 25V,0.07,C3216X5R1E226M160AB,TDK,P8E10,105,CCM,1206,-55degC..85degC
300-0489-000,SOT23_3_B,XSTR P-CH ENHANCEMENT MODE MOSFET -20V -3A 70mOHM MAX @ 4.5V SOT-23,0.029,APM2301CAC-TRG,Sinopower,P8E8,56,CCM,SOT23_1G1D1S,-55degC..150degC
315-0243-000,SOT23_5,VREG LINEAR SOT23-5 LowDrop Out 170.0mV 0.8V 5V 1%,0.60,ADP1712AUJZ-R7,Analog Devices,P8E10,91,CCM,SOT23-5,-40degC..125degC
195-1966-000,0201,RES AUTOMOTIVE 0201 243.0ohm 1.0% 50.0mW,0.003,ERJ1GNF2430C,Panasonic,P8E10,56,AUTOMOTIVE,0201,-55degC..125degC
161-0087-600,BGA_0170_P080_140X120,MEM GDDR5 SGRAM 4Gbps 1.5V+/-0.045V 64Mx32 C-DIE FBGA-170 SAMSUNG,[ ],K4G20325FC-HC05,Samsung Electronics,P8E8,180,CCM,2GHz,[ ]..[ ]
195-2015-000,0201,RES SCD 0201 1.1M 5% 1/20W,0.0019,Multi(7),Multi(7),P8E1-7cI-A-2,42,SCD,0201,-55degC..125degC
090-0272-000,SOT963_MICRO,DIODE SOT963 2 Pair - Common Cathode 0.34V 100.0mA QSG0115UDJ,0.0262,QSG0115UDJ-7,Diodes,P8E0-A-2,84,CCM,SOT963,-65degC..150degC
315-0764-000,DFN10_P050_030X030,VREG PWM DOUBLER WITH PHASE SHEDDING FUNCTION AND OUTPUT MONITORING FEATURE -0.3V TO 6.7V 5mA DFN-10,0.47,ISL6617CRZ-T,Intersil,P8E8,111,CCM,DFN10,0degC..125degC
095-0354-550,HSA_GPU_TM354_T_AL_2,"FANSINK ASM - TM354 100W-SF GK106-GB4-128, BLK ANOD FNSH",4.65,DCV-01426-N1-HF,Cooler Master,P8E0-A-2,60,CCM,NOPIN,Cooler Master
074-0039-000,LTP_PTH_320C160P,"THRU HOLE MOUNT TEST POINT, COMPACT, RED COLOR, 1.60 DIA",0.11,5005,Keystone,P8E10,35,CCM,TH,N/A
195-0613-000,0402,RES SCD 0402 56K 5% 1/16W,0.00024,Multi(10),Multi(10),P8E1-7cI-A-2,42,SCD,0402,-55degC..155degC
032-1009-000,0201,CAP C0G 0201 120.0pF +/-5% 50.0V,0.00095,GRM0335C1H121JA01D,Murata,P8E0-B-2,119,UNRESTRICTED,0201,-55degC..125degC
315-0943-000,XSOP16_P065_050X044_T030X021_VIAS,VREG LINEAR AUTOMOTIVE SO16 Standard/Fixed 500.0mV 1.5V 20.0V 0.525% TPS7B7702QPWPRQ1,0.29,TPS7B7702QPWPRQ1,TI,P8E10,112,AUTOMOTIVE,SO16,-40.15degC..125.05degC
130-1077-000,IND_NONRKO_SMD_073X067,IND AUTOMOTIVE SMD_073X066 Carbonyl Powder 1uH 20% 15A 6.1mohm 10 100KHz 50MHz,0.39,SRP7050TA-1R0M,Bourns,P8E10,140,AUTOMOTIVE,SMD_073X066,-40degC..150degC
115-1344-000,BGA_0152_P040_057X049,IC RF Transceiver- Bluetooth+WLAN+FM+GPS BGA152 WL1871GYFVT WLAN 2.4GHz BT BLE ANT FM RX/TX GNSS WSP-152,3.1724,WL1871GYFVT,TI,P8E2,84,CCM,BGA152,-40degC..85degC
065-0101-000,CON_PEX_048_SMT_ST_LAI,CONN LOGIC ANALYZER PROBE PAD NON-PHYSICAL PART,0,[ ],[ ],P8E0,71,NON_PHYSICAL,NONPHY-X16,Parameter N/A
316-0244-000,SOT23_5,VREG LED DRIVER SOT23_5 Boost 1.0MHz 2.5V 35.0V 1.5%,0.10,APW7137BI-TRG,Anpec,P8E0-A-2,60,CCM,SOT23_5,-40degC..125degC
195-0723-000,0603,RES SCD 0603 140 1% 1/10W,0.0005,Multi(10),Multi(10),P8E1-7cI-A-2,42,SCD,0603,-55degC..155degC
195-2004-101,0201,RES SCD 0201 1K 5% 1/20W,0.00068,195-2004-000,Yageo,P8E1-7cI-A-1,49,SCD,0201,-55degC..125degC
195-1342-000,0402,RES 0402 100.0ohm 1.0% PACHINKO,0.001,RK73H1ETTP1000F~VERA,KOA Speer,P8E1-7cI-A-2,28,PACHINKO,0402,-55degC..155degC
085-0242-000,XTAL_SMD_4_032X025_D,XTAL SMD_32X25 42.0MHz 20.0ppm Fundamental 12.0pF XTL571200-N64-140,0.25,XTL571200-N64-140,Siward,P8E8,45,CCM,SMD_32X25,-40degC..85degC
195-1675-000,RES_04_SMD_016X008,RES 0603 1 1% 0.1W,0.0113,Multi(2),Multi(2),P8E10,42,UNRESTRICTED,0603_4PIN,[ ]..[ ]
316-0290-000,QFN024Q_P050_0045_T029X028,VREG CONTROLLER/DRIVER QFN24 Buck 2Ph 600.0KHz 0.3V 2.0V 1.0%,0.29,RT8811BGQW,Richtek,P8E0-A-2,84,CCM,QFN24,-40degC..125degC
