CONCISE NET LIST - 1  
ENETPHY_RST              U28              AP24     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
ENETPHY_RST_3V3          Q38              3        Q_FET_N_ENH_DFN1006-2N7002BKM,60V,1600MOHM@10V / 2000MOHM@4.5V / [ ]@2.5V,0.22A,1.2A,20V,0.715W,[ ]@10V / 0.6NC@4.5V / [ ]@2.5B
ENETPHY_RST_3V3          R379             2        R_0402-10K,5 %,62.5MW,195-2713-000-10K,195-2713-000
ENETPHY_RST_3V3          R996             2        R_0402-0OHM,0.05 OHM,62.5MW,195-1638-000-0OHM,195-1638-000
ENETPHY_RST_3V3          U505             46       U_ENET_PHY_QFN48-BCM89610A2BMLG,ETHERNET (PHY),115-1536-000-115-1536-000
ENET_1000_LED            J501             F46      CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
ENET_1000_LED            R550             1        R_0402-10K,5 %,62.5MW,195-2713-000-10K,195-2713-000
ENET_1000_LED            R986             1        R_0402-10K,5 %,62.5MW,195-2713-000-10K,195-2713-000
ENET_1000_LED            U505             43       U_ENET_PHY_QFN48-BCM89610A2BMLG,ETHERNET (PHY),115-1536-000-115-1536-000
ENET_100_LED             J501             F50      CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
ENET_100_LED             R546             1        R_0402-10K,5 %,62.5MW,195-2713-000-10K,195-2713-000
ENET_100_LED             R985             1        R_0402-10K,5 %,62.5MW,195-2713-000-10K,195-2713-000
ENET_100_LED             U505             44       U_ENET_PHY_QFN48-BCM89610A2BMLG,ETHERNET (PHY),115-1536-000-115-1536-000
ENET_ACT_L               J501             E47      CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
ENET_ACT_L               U505             45       U_ENET_PHY_QFN48-BCM89610A2BMLG,ETHERNET (PHY),115-1536-000-115-1536-000
ENET_AVDD                C513             1        C_0805-22UF,X7S,20%,6.3V,032-1088-000-032-1088-000,22UF
ENET_AVDD                C1231            1        C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000
ENET_AVDD                C1232            1        C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000
ENET_AVDD                C1233            1        C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000
ENET_AVDD                FB503            2        L_BEAD_0603-600OHM,FERRITE,25%,0.4A,0.4A,0.35OHM,[ ],N/A,N/A,100-0070-000-100-0070-000,600OHM
ENET_AVDD                U505             12       U_ENET_PHY_QFN48-BCM89610A2BMLG,ETHERNET (PHY),115-1536-000-115-1536-000
ENET_AVDD                U505             16       U_ENET_PHY_QFN48-BCM89610A2BMLG,ETHERNET (PHY),115-1536-000-115-1536-000
ENET_AVDD                U505             22       U_ENET_PHY_QFN48-BCM89610A2BMLG,ETHERNET (PHY),115-1536-000-115-1536-000
ENET_OVDD                C573             1        C_0805-4.7UF,X7R,10%,16V,032-0144-000-032-0144-000,4.7UF
ENET_OVDD                C1227            1        C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000
ENET_OVDD                C1229            1        C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000
ENET_OVDD                C1230            1        C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000
ENET_OVDD                R121             2        R_0402-0OHM,0.05 OHM,63MW,195-1680-000-0OHM,195-1680-000
ENET_OVDD                R122             2        R_0402-0OHM,0.05 OHM,63MW,195-1680-000-0OHM,195-1680-000
ENET_OVDD                R540             1        R_0402-1.5K,1 %,0.1W,195-2881-000-1.5K,195-2881-000
ENET_OVDD                U505             1        U_ENET_PHY_QFN48-BCM89610A2BMLG,ETHERNET (PHY),115-1536-000-115-1536-000
ENET_OVDD                U505             29       U_ENET_PHY_QFN48-BCM89610A2BMLG,ETHERNET (PHY),115-1536-000-115-1536-000
ENET_OVDD                U505             34       U_ENET_PHY_QFN48-BCM89610A2BMLG,ETHERNET (PHY),115-1536-000-115-1536-000
ENET_REGIN               C271             1        C_0805-4.7UF,X7R,10%,16V,032-0144-000-032-0144-000,4.7UF
ENET_REGIN               R994             2        R_0402-0OHM,0.05 OHM,63MW,195-1680-000-0OHM,195-1680-000
ENET_REGIN               R995             2        R_0402-0OHM,0.05 OHM,63MW,195-1680-000-0OHM,195-1680-000
ENET_REGIN               U505             4        U_ENET_PHY_QFN48-BCM89610A2BMLG,ETHERNET (PHY),115-1536-000-115-1536-000
ENET_REGOUT              R148             1        R_0402-0OHM,0.05 OHM,63MW,195-1680-000-0OHM,195-1680-000
ENET_REGOUT              U505             3        U_ENET_PHY_QFN48-BCM89610A2BMLG,ETHERNET (PHY),115-1536-000-115-1536-000
ENET_TRD0_N              J501             E49      CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
ENET_TRD0_N              U505             15       U_ENET_PHY_QFN48-BCM89610A2BMLG,ETHERNET (PHY),115-1536-000-115-1536-000
ENET_TRD0_P              J501             E48      CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
ENET_TRD0_P              U505             14       U_ENET_PHY_QFN48-BCM89610A2BMLG,ETHERNET (PHY),115-1536-000-115-1536-000
ENET_TRD1_N              J501             F48      CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
ENET_TRD1_N              U505             17       U_ENET_PHY_QFN48-BCM89610A2BMLG,ETHERNET (PHY),115-1536-000-115-1536-000
ENET_TRD1_P              J501             F47      CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
ENET_TRD1_P              U505             18       U_ENET_PHY_QFN48-BCM89610A2BMLG,ETHERNET (PHY),115-1536-000-115-1536-000
ENET_TRD2_N              J501             G49      CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
ENET_TRD2_N              U505             21       U_ENET_PHY_QFN48-BCM89610A2BMLG,ETHERNET (PHY),115-1536-000-115-1536-000
ENET_TRD2_P              J501             G48      CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
ENET_TRD2_P              U505             20       U_ENET_PHY_QFN48-BCM89610A2BMLG,ETHERNET (PHY),115-1536-000-115-1536-000
ENET_TRD3_N              J501             H48      CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
ENET_TRD3_N              U505             23       U_ENET_PHY_QFN48-BCM89610A2BMLG,ETHERNET (PHY),115-1536-000-115-1536-000
ENET_TRD3_P              J501             H47      CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
ENET_TRD3_P              U505             24       U_ENET_PHY_QFN48-BCM89610A2BMLG,ETHERNET (PHY),115-1536-000-115-1536-000
ENET_XTALVDD             C1234            1        C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000
ENET_XTALVDD             FB506            1        L_BEAD_0402-600OHM,FERRITE,25%,0.5A,0.5A,0.39OHM,[ ],N/A,N/A,100-0183-000-100-0183-000,600OHM
ENET_XTALVDD             U505             9        U_ENET_PHY_QFN48-BCM89610A2BMLG,ETHERNET (PHY),115-1536-000-115-1536-000
ENET_XTALVDD_F           FB506            2        L_BEAD_0402-600OHM,FERRITE,25%,0.5A,0.5A,0.39OHM,[ ],N/A,N/A,100-0183-000-100-0183-000,600OHM
ENET_XTALVDD_F           R992             2        R_0402-0OHM,0.05 OHM,63MW,195-1680-000-0OHM,195-1680-000
ENET_XTALVDD_F           R993             1        R_0402-0OHM,0.05 OHM,63MW,195-1680-000-0OHM,195-1680-000
EPROMA0                  R578             2        R_0402-10K,5 %,62.5MW,195-2713-000-10K,195-2713-000
EPROMA0                  R581             2        SHUNT_0201_SH-BASE
EPROMA0                  U514             1        U_MEM_EE_I2C_DFN08-1MHZ,1.7V..3.6V,AT24C02D-MAHM-T,174-0159-000-174-0159-000
EPROMA1                  R579             2        R_0402-10K,5 %,62.5MW,195-2713-000-10K,195-2713-000
EPROMA1                  R582             2        SHUNT_0201_SH-BASE
EPROMA1                  U514             2        U_MEM_EE_I2C_DFN08-1MHZ,1.7V..3.6V,AT24C02D-MAHM-T,174-0159-000-174-0159-000
EPROMA2                  R580             2        R_0402-10K,5 %,62.5MW,195-2713-000-10K,195-2713-000
EPROMA2                  R583             2        SHUNT_0201_SH-BASE
EPROMA2                  U514             3        U_MEM_EE_I2C_DFN08-1MHZ,1.7V..3.6V,AT24C02D-MAHM-T,174-0159-000-174-0159-000
FAN_PWM                  J501             C16      CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
FAN_PWM                  U28              B27      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
FAN_TACH                 J501             B17      CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
FAN_TACH                 U28              AW27     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
FB_SD0_SD4               R380             1        R_0402-0OHM,0.05 OHM,62.5MW,195-1638-000-0OHM,195-1638-000
FB_SD0_SD4               R660             2        R_0402-100OHM,5 %,62.5MW,195-2711-000-100OHM,195-2711-000
FB_SD0_SD4               U1               F5       U_PMU_MAX20024_BGA76-MAX20024DGXXJ/V+,0.6V..3.95V,2.6V..5.5V,0MA,PMIC,315-0956-000-315-0956-000
FB_SD0_SD4               U1               F8       U_PMU_MAX20024_BGA76-MAX20024DGXXJ/V+,0.6V..3.95V,2.6V..5.5V,0MA,PMIC,315-0956-000-315-0956-000
FB_SD1                   R131             1        SHUNT_0402_SH-BASE
FB_SD1                   U1               E9       U_PMU_MAX20024_BGA76-MAX20024DGXXJ/V+,0.6V..3.95V,2.6V..5.5V,0MA,PMIC,315-0956-000-315-0956-000
FB_SD2                   R129             1        SHUNT_0402_SH-BASE
FB_SD2                   U1               E4       U_PMU_MAX20024_BGA76-MAX20024DGXXJ/V+,0.6V..3.95V,2.6V..5.5V,0MA,PMIC,315-0956-000-315-0956-000
FB_SD3                   R130             1        SHUNT_0402_SH-BASE
FB_SD3                   U1               D4       U_PMU_MAX20024_BGA76-MAX20024DGXXJ/V+,0.6V..3.95V,2.6V..5.5V,0MA,PMIC,315-0956-000-315-0956-000
FORCE_RECOVERY_L         J501             E1       CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
FORCE_RECOVERY_L         R26              2        R_0402-4.7K,5 %,62.5MW,195-2705-000-195-2705-000,4.7K
FORCE_RECOVERY_L         U28              J29      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
GEN1_I2C_SCL_3V3         J501             A21      CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
GEN1_I2C_SCL_3V3         R42              2        R_0402-1K,5 %,62.5MW,195-0485-000-195-0485-000,1K
GEN1_I2C_SCL_3V3         U28              G32      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
GEN1_I2C_SCL_3V3         U518             6        U_PWRMTR_INA3221_QFN16-INA3221AIRGVR,-9999V..9999V,-9999V..9999V,9999A,MONITOR,115-1066-000-115-1066-000
GEN1_I2C_SCL_3V3         U524             6        U_PWRMTR_INA3221_QFN16-INA3221AIRGVR,-9999V..9999V,-9999V..9999V,9999A,MONITOR,115-1066-000-115-1066-000
GEN1_I2C_SDA_3V3         J501             A20      CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
GEN1_I2C_SDA_3V3         R41              2        R_0402-1K,5 %,62.5MW,195-0485-000-195-0485-000,1K
GEN1_I2C_SDA_3V3         U28              D33      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
GEN1_I2C_SDA_3V3         U518             7        U_PWRMTR_INA3221_QFN16-INA3221AIRGVR,-9999V..9999V,-9999V..9999V,9999A,MONITOR,115-1066-000-115-1066-000
GEN1_I2C_SDA_3V3         U524             7        U_PWRMTR_INA3221_QFN16-INA3221AIRGVR,-9999V..9999V,-9999V..9999V,9999A,MONITOR,115-1066-000-115-1066-000
GEN2_I2C_SCL_1V8         J501             E15      CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
GEN2_I2C_SCL_1V8         R585             2        R_0402-1K,5 %,62.5MW,195-0485-000-195-0485-000,1K
GEN2_I2C_SCL_1V8         U28              D26      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
GEN2_I2C_SDA_1V8         J501             D15      CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
GEN2_I2C_SDA_1V8         R584             2        R_0402-1K,5 %,62.5MW,195-0485-000-195-0485-000,1K
GEN2_I2C_SDA_1V8         U28              C26      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
GEN7_I2C_SCL_1V8         J501             C11      CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
GEN7_I2C_SCL_1V8         R46              2        R_0402-1K,5 %,62.5MW,195-2712-000-195-2712-000,1K
GEN7_I2C_SCL_1V8         U28              AT29     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
GEN7_I2C_SDA_1V8         J501             C10      CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
GEN7_I2C_SDA_1V8         R45              2        R_0402-1K,5 %,62.5MW,195-2712-000-195-2712-000,1K
GEN7_I2C_SDA_1V8         U28              AR25     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
GEN8_I2C_SCL_1V8         J501             A6       CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
GEN8_I2C_SCL_1V8         R52              2        R_0402-1K,5 %,62.5MW,195-0485-000-195-0485-000,1K
GEN8_I2C_SCL_1V8         U28              D27      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
GEN8_I2C_SCL_1V8         U514             6        U_MEM_EE_I2C_DFN08-1MHZ,1.7V..3.6V,AT24C02D-MAHM-T,174-0159-000-174-0159-000
GEN8_I2C_SCL_1V8         U525             8        U_TEMP_SENSOR_WDFN8-TMP451,TEMP,115-1156-000-115-1156-000
GEN8_I2C_SDA_1V8         J501             B6       CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
GEN8_I2C_SDA_1V8         R55              2        R_0402-1K,5 %,62.5MW,195-0485-000-195-0485-000,1K
GEN8_I2C_SDA_1V8         U28              C27      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
GEN8_I2C_SDA_1V8         U514             5        U_MEM_EE_I2C_DFN08-1MHZ,1.7V..3.6V,AT24C02D-MAHM-T,174-0159-000-174-0159-000
GEN8_I2C_SDA_1V8         U525             7        U_TEMP_SENSOR_WDFN8-TMP451,TEMP,115-1156-000-115-1156-000
GEN9_I2C_SCL_1V8         J501             C12      CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
GEN9_I2C_SCL_1V8         R44              2        R_0402-1K,5 %,62.5MW,195-2712-000-195-2712-000,1K
GEN9_I2C_SCL_1V8         U28              AN27     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
GEN9_I2C_SDA_1V8         J501             C13      CON_CVM_CVM10_MOD-CON_CVM_1_0,FEMALE,1.27MM,90,N/A,YES,N/A,NO,NO,240V,1.8A,080-1337-000-080-1337-000
GEN9_I2C_SDA_1V8         R47              2        R_0402-1K,5 %,62.5MW,195-2712-000-195-2712-000,1K
GEN9_I2C_SDA_1V8         U28              AP26     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
GND                      C9               2        C_0805-22UF,X7S,20%,6.3V,032-1088-000-032-1088-000,22UF
GND                      C11              2        C_0402-1UF,X7S,10%,6.3V,032-1022-000-032-1022-000,1UF
GND                      C12              2        C_0402-1UF,X7S,10%,6.3V,032-1022-000-032-1022-000,1UF
GND                      C13              2        C_0603-2.2UF,X7R,10%,6.3V,032-0119-000-032-0119-000,2.2UF
GND                      C14              2        C_0402-1UF,X7S,10%,6.3V,032-1022-000-032-1022-000,1UF
GND                      C16              2        C_0402-1UF,X7S,10%,6.3V,032-1022-000-032-1022-000,1UF
GND                      C17              2        C_0402-1UF,X7S,10%,6.3V,032-1022-000-032-1022-000,1UF
GND                      C18              2        C_0603-2.2UF,X7R,10%,6.3V,032-0119-000-032-0119-000,2.2UF
GND                      C19              2        C_0402-1UF,X7S,10%,6.3V,032-1022-000-032-1022-000,1UF
GND                      C20              2        C_0402-1UF,X7S,10%,6.3V,032-1022-000-032-1022-000,1UF
GND                      C21              2        C_0402-1UF,X7S,10%,6.3V,032-1022-000-032-1022-000,1UF
GND                      C22              2        C_0402-1UF,X7S,10%,6.3V,032-1022-000-032-1022-000,1UF
GND                      C27              2        C_0805-4.7UF,X7R,10%,16V,032-0144-000-032-0144-000,4.7UF
GND                      C28              2        C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000
GND                      C29              2        C_0805-22UF,X7S,20%,6.3V,032-1088-000-032-1088-000,22UF
GND                      C31              2        C_0805-4.7UF,X7R,10%,16V,032-0144-000-032-0144-000,4.7UF
GND                      C32              2        C_0805-4.7UF,X7R,10%,16V,032-0144-000-032-0144-000,4.7UF
GND                      C36              2        C_0805-4.7UF,X7R,10%,16V,032-0144-000-032-0144-000,4.7UF
GND                      C37              2        C_0805-4.7UF,X7R,10%,16V,032-0144-000-032-0144-000,4.7UF
GND                      C38              2        C_0805-4.7UF,X7S,10%,25V,032-0533-000-032-0533-000,4.7UF
GND                      C40              2        C_0805-22UF,X7S,20%,6.3V,032-1088-000-032-1088-000,22UF
GND                      C42              2        C_0805-22UF,X7S,20%,6.3V,032-1088-000-032-1088-000,22UF
GND                      C43              2        C_0805-22UF,X7S,20%,6.3V,032-1088-000-032-1088-000,22UF
GND                      C45              2        C_0603W-4.7UF,X7S,10%,6.3V,032-1051-000-032-1051-000,4.7UF
GND                      C46              2        C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000
GND                      C51              2        C_0805-22UF,X7S,20%,6.3V,032-1088-000-032-1088-000,22UF
GND                      C52              2        C_0603W-4.7UF,X7S,10%,6.3V,032-1051-000-032-1051-000,4.7UF
GND                      C53              2        C_0805-22UF,X7S,20%,6.3V,032-1088-000-032-1088-000,22UF
GND                      C54              2        C_0805-22UF,X7S,20%,6.3V,032-1088-000-032-1088-000,22UF
GND                      C55              2        C_0805-22UF,X7S,20%,6.3V,032-1088-000-032-1088-000,22UF
GND                      C56              2        C_0805-22UF,X7S,20%,6.3V,032-1088-000-032-1088-000,22UF
GND                      C58              2        C_0805-22UF,X7S,20%,6.3V,032-1088-000-032-1088-000,22UF
GND                      C60              2        C_0603W-4.7UF,X7S,10%,6.3V,032-1051-000-032-1051-000,4.7UF
GND                      C61              2        C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000
GND                      C62              2        C_0603W-4.7UF,X7S,10%,6.3V,032-1051-000-032-1051-000,4.7UF
GND                      C63              2        C_0603W-4.7UF,X7S,10%,6.3V,032-1051-000-032-1051-000,4.7UF
GND                      C64              2        C_0603W-4.7UF,X7S,10%,6.3V,032-1051-000-032-1051-000,4.7UF
GND                      C65              2        C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000
GND                      C66              2        C_0603W-4.7UF,X7S,10%,6.3V,032-1051-000-032-1051-000,4.7UF
GND                      C67              2        C_0805-22UF,X7S,20%,6.3V,032-1088-000-032-1088-000,22UF
GND                      C69              2        C_0805-22UF,X7S,20%,6.3V,032-1088-000-032-1088-000,22UF
GND                      C73              2        C_0805-22UF,X7S,20%,6.3V,032-1088-000-032-1088-000,22UF
GND                      C74              2        C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000
GND                      C75              2        C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000
GND                      C79              2        C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000
GND                      C80              2        C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000
GND                      C84              2        C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000
GND                      C85              2        C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000
GND                      C88              2        C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000
GND                      C89              2        C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000
GND                      C91              2        C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000
GND                      C93              2        C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000
GND                      C97              2        C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000
GND                      C98              2        C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000
GND                      C99              2        C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000
GND                      C100             2        C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000
GND                      C101             2        C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000
GND                      C102             2        C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000
GND                      C103             2        C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000
GND                      C104             2        C_0402-0.1UF,X7R,10%,16V,036-0157-000-0.1UF,036-0157-000
GND                      C109             2        C_0402-4.7PF,C0G,0.25PF,50V,035-0031-000-035-0031-000,4.7PF
GND                      C111             2        C_0402-4.7PF,C0G,0.25PF,50V,035-0031-000-035-0031-000,4.7PF
GND                      C115             2        C_0402-4.7PF,C0G,0.1PF,50V,032-0606-000-032-0606-000,4.7PF
GND                      C116             2        C_0402-4.7PF,C0G,0.1PF,50V,032-0606-000-032-0606-000,4.7PF
GND                      C117             2        C_0402-4.7PF,C0G,0.1PF,50V,032-0606-000-032-0606-000,4.7PF
GND                      C118             2        C_0402-4.7PF,C0G,0.1PF,50V,032-0606-000-032-0606-000,4.7PF
GND                      C119             2        C_0402-4.7PF,C0G,0.1PF,50V,032-0606-000-032-0606-000,4.7PF
GND                      C124             2        C_0402-4.7PF,C0G,0.1PF,50V,032-0606-000-032-0606-000,4.7PF
GND                      C125             2        C_0402-4.7PF,C0G,0.1PF,50V,032-0606-000-032-0606-000,4.7PF
GND                      C126             2        C_0402-4.7PF,C0G,0.1PF,50V,032-0606-000-032-0606-000,4.7PF
GND                      C127             2        C_0402-4.7PF,C0G,0.1PF,50V,032-0606-000-032-0606-000,4.7PF
GND                      C128             2        C_0402-4.7PF,C0G,0.1PF,50V,032-0606-000-032-0606-000,4.7PF
